,route,depature,error
421,A->C->D,1900-01-01 09:20:00,4.546715813275341
422,A->C->D,1900-01-01 10:28:00,4.383282855716658
423,B->C->D,1900-01-01 12:34:00,5.8813038460736635
424,B->C->E,1900-01-01 10:50:00,1.1107009830492416
425,B->C->D,1900-01-01 11:00:00,2.9970837473927503
426,A->C->E,1900-01-01 08:42:00,6.649596153589314
427,A->C->D,1900-01-01 10:36:00,0.0086021805410752
428,B->C->E,1900-01-01 14:43:00,2.9878834723918857
429,A->C->D,1900-01-01 15:59:00,4.035430709221259
430,B->C->D,1900-01-01 11:59:00,4.5773489630892215
431,B->C->D,1900-01-01 11:05:00,2.658248913050045
432,B->C->E,1900-01-01 10:35:00,2.9376276775400356
433,A->C->D,1900-01-01 11:23:00,7.722267304094771
434,A->C->E,1900-01-01 14:18:00,1.0455452148247133
435,B->C->E,1900-01-01 12:43:00,0.021024984043179984
436,A->C->D,1900-01-01 14:34:00,0.34532595741036687
437,B->C->E,1900-01-01 14:36:00,1.0686510149627964
438,A->C->D,1900-01-01 11:35:00,0.4822070896063906
439,A->C->E,1900-01-01 15:20:00,1.0659165655425653
440,B->C->D,1900-01-01 10:21:00,5.686798301738463
441,A->C->E,1900-01-01 14:46:00,1.0047923634056701
442,B->C->E,1900-01-01 14:02:00,3.7642030571959992
443,A->C->E,1900-01-01 14:13:00,0.9454659319198697
444,B->C->E,1900-01-01 08:02:00,1.7374776878908023
445,A->C->E,1900-01-01 12:01:00,7.291839794023375
446,B->C->D,1900-01-01 15:15:00,5.604064419200682
447,A->C->D,1900-01-01 11:44:00,2.146921255121697
448,B->C->D,1900-01-01 12:08:00,5.651860221126107
449,B->C->E,1900-01-01 10:03:00,2.734847923958597
450,B->C->D,1900-01-01 11:46:00,0.8291712654953756
451,B->C->E,1900-01-01 11:01:00,2.7623785929107214
452,B->C->E,1900-01-01 09:47:00,0.9194594498350597
453,B->C->D,1900-01-01 14:16:00,7.770142776717748
454,A->C->E,1900-01-01 12:14:00,6.7315312244407295
455,B->C->D,1900-01-01 08:46:00,0.2413165127122454
456,A->C->D,1900-01-01 13:00:00,2.1333569774469083
457,B->C->D,1900-01-01 10:29:00,7.108867990175341
458,A->C->E,1900-01-01 11:14:00,0.6236649853756262
459,A->C->E,1900-01-01 07:53:00,1.737686915492489
460,B->C->D,1900-01-01 12:46:00,1.085790458938547
461,A->C->E,1900-01-01 15:20:00,4.934083434457435
462,A->C->D,1900-01-01 11:25:00,9.86975712312082
463,B->C->E,1900-01-01 16:39:00,3.0429448102960777
464,A->C->E,1900-01-01 10:50:00,5.580518489749579
465,B->C->E,1900-01-01 15:16:00,3.3038696505259395
466,A->C->E,1900-01-01 12:54:00,2.8034420504841364
467,B->C->E,1900-01-01 10:17:00,3.729939710929017
468,A->C->D,1900-01-01 11:02:00,2.3159809197699133
469,A->C->D,1900-01-01 14:51:00,4.062673368323715
470,A->C->D,1900-01-01 07:49:00,3.6090492309251374
471,A->C->E,1900-01-01 10:55:00,2.5895073430050104
